id,url,path,project_names,category
1340,http://www.newswire.ca/en/releases/archive/October2025/15/c0625.html,articles/October202515c0625.html,"['Mocoa', 'Copper Giant Resources Corp.']",resource
1341,http://www.newswire.ca/en/releases/archive/October2025/15/c9563.html,articles/October202515c9563.html,"['Green River Project', 'Urano Energy Corp.']",resource
1342,http://www.newswire.ca/en/releases/archive/October2025/15/c9799.html,articles/October202515c9799.html,"['Alta Mesa In-Situ Recovery Uranium Project', 'enCore Energy Corp.']",resource
1343,http://www.newswire.ca/en/releases/archive/October2025/15/c2627.html,articles/October202515c2627.html,['Crawford Nickel Project'],resource
1344,http://www.newswire.ca/en/releases/archive/October2025/15/c0731.html,articles/October202515c0731.html,"['Skypod System', 'WES Software Suite', 'Deepsky', 'Skypath', 'Conveyor System']",
1345,http://www.newswire.ca/en/releases/archive/October2025/15/c8073.html,articles/October202515c8073.html,"['Plomosas Mine', 'Gr Silver Mining Ltd.']",resource
1346,http://www.newswire.ca/en/releases/archive/October2025/14/c5082.html,articles/October202514c5082.html,['Stibnite Gold Project'],
1347,http://www.newswire.ca/en/releases/archive/October2025/14/c7496.html,articles/October202514c7496.html,"['Horne 5 Project', 'Noranda Mining Camp']",
1348,http://www.newswire.ca/en/releases/archive/October2025/14/c1187.html,articles/October202514c1187.html,"['Sierra Mojada', 'Sierra Mojada Project']",
1349,http://www.newswire.ca/en/releases/archive/October2025/14/c1253.html,articles/October202514c1253.html,"['Springer Critical Metals Mine and Processing Plant in Nevada', ""Blue Moon Metal's Mine in California""]",
1350,http://www.newswire.ca/en/releases/archive/October2025/14/c6586.html,articles/October202514c6586.html,"['IOC', 'LIORC']",
1351,http://www.newswire.ca/en/releases/archive/October2025/14/c9548.html,articles/October202514c9548.html,"['Fenn-Gib Gold Project', 'Mayfair Gold Corp']",
1352,http://www.newswire.ca/en/releases/archive/October2025/14/c5657.html,articles/October202514c5657.html,['Lespérance-Lac Shortt project'],resource
1353,http://www.newswire.ca/en/releases/archive/October2025/14/c6421.html,articles/October202514c6421.html,['Blackwater Mine'],
1354,http://www.newswire.ca/en/releases/archive/October2025/14/c8837.html,articles/October202514c8837.html,"['Tocantinzinho', 'Gurupi', 'Oko West']",resource
1355,http://www.newswire.ca/en/releases/archive/October2025/14/c9383.html,articles/October202514c9383.html,"['Orla Mining Ltd.', 'Musselwhite Mine', 'Camino Rojo']",resource
1356,http://www.newswire.ca/en/releases/archive/October2025/14/c4328.html,articles/October202514c4328.html,"['Solidion Technology Inc.', 'Solidion', 'Solidion Technology']",
1357,http://www.newswire.ca/en/releases/archive/October2025/14/c2069.html,articles/October202514c2069.html,"['Fondaway Canyon', 'Atrium Research Corporation']",
1358,http://www.newswire.ca/en/releases/archive/October2025/13/c0618.html,articles/October202513c0618.html,"['Whistler Gold-Copper Project', 'Whistler Orbit', 'Muddy Creek']",
1359,http://www.newswire.ca/en/releases/archive/October2025/13/c4347.html,articles/October202513c4347.html,"['Solidion Technology', 'PEAK Series', 'UPS System', '5500 Battery Cell']",
1360,http://www.newswire.ca/en/releases/archive/October2025/12/c8628.html,articles/October202512c8628.html,,resource
1361,http://www.newswire.ca/en/releases/archive/October2025/10/c5927.html,articles/October202510c5927.html,"['Castilla Project', 'Super Copper Corp.']",
1362,http://www.newswire.ca/en/releases/archive/October2025/10/c1537.html,articles/October202510c1537.html,"['Rush Gold Corp.', 'PPX Mining Corp.', 'Austin Gold Corp.', 'K92 Mining Inc.', 'Idaho Strategic Resources, Inc.']",
1363,http://www.newswire.ca/en/releases/archive/October2025/10/c5302.html,articles/October202510c5302.html,"['RUA GOLD Inc.', 'Scorpio Gold Corporation', 'Thesis Gold Inc.', 'Gold X2 Mining Inc.', 'Kesselrun Resources Ltd.']",
1364,http://www.newswire.ca/en/releases/archive/October2025/10/c1826.html,articles/October202510c1826.html,"['Neo Performance Materials Inc.', 'Magnequench', 'Chemicals & Oxides', 'Rare Metals']",
1365,http://www.newswire.ca/en/releases/archive/October2025/10/c0210.html,articles/October202510c0210.html,"['Shagang', 'Shagang Group Co., Ltd.', 'Shagang Steel Company']",
1366,http://www.newswire.ca/en/releases/archive/October2025/09/c2674.html,articles/October202509c2674.html,['CES Energy Solutions Corp.'],resource
1367,http://www.newswire.ca/en/releases/archive/October2025/09/c6643.html,articles/October202509c6643.html,"['Wheaton Precious Metals Corp.', 'Wheaton Precious Metals', 'WheatonPreciousMetalsCorp.']",resource
1368,http://www.newswire.ca/en/releases/archive/October2025/09/c0852.html,articles/October202509c0852.html,"['Horizon Copper', 'Royal Gold', 'International Royalty Corporation', 'Sandstorm Gold Ltd.', 'Entrée Resources Ltd.']",
1369,http://www.newswire.ca/en/releases/archive/October2025/09/c0598.html,articles/October202509c0598.html,['Sandstorm Gold Ltd. (NYSE: SAND)'],
1370,http://www.newswire.ca/en/releases/archive/October2025/09/c1198.html,articles/October202509c1198.html,"['Cupani', 'Cupani Metals Corp.']",
1371,http://www.newswire.ca/en/releases/archive/October2025/09/c6157.html,articles/October202509c6157.html,['Capella Minerals Ltd'],
1372,http://www.newswire.ca/en/releases/archive/October2025/09/c4991.html,articles/October202509c4991.html,"['Tahuehueto', 'Campo Morado']",
1373,http://www.newswire.ca/en/releases/archive/October2025/09/c8708.html,articles/October202509c8708.html,"['Lake Victoria Gold Ltd.', 'TRX Gold Corporation', 'Arras Minerals Corp.', 'Red Pine Exploration Inc.', 'Fortuna Mining Corp.']",
1374,http://www.newswire.ca/en/releases/archive/October2025/09/c5634.html,articles/October202509c5634.html,"['GoldHaven Resources Corp.', 'Equinox Gold Corp.', 'IAMGOLD Corporation', 'Newmont Corporation', 'Lahontan Gold Corp.']",
1375,http://www.newswire.ca/en/releases/archive/October2025/09/c3064.html,articles/October202509c3064.html,"['UR&C', 'Uranium Energy Corp']",
1376,http://www.newswire.ca/en/releases/archive/October2025/09/c9515.html,articles/October202509c9515.html,"['Agnico Eagle Mines Limited', 'Fuerte Metals Corporation']",
1377,http://www.newswire.ca/en/releases/archive/October2025/09/c9379.html,articles/October202509c9379.html,"['H2GEN', 'Nippon Steel']",
1378,http://www.newswire.ca/en/releases/archive/October2025/09/c9664.html,articles/October202509c9664.html,"['Vizsla Copper Corp.', 'Capitaliz B.C. Ltd.']",
1379,http://www.newswire.ca/en/releases/archive/October2025/09/c8406.html,articles/October202509c8406.html,"['Greyhound Property', 'Metallis Resources Inc.']",
1380,http://www.newswire.ca/en/releases/archive/October2025/09/c5057.html,articles/October202509c5057.html,"['Saudi Arabian Industrial Transformation Program', 'Future Factories Program']",
1381,http://www.newswire.ca/en/releases/archive/October2025/09/c2684.html,articles/October202509c2684.html,"['Copper Giant', 'Mocoa', 'Inga Condagua', 'Montclar']",
1382,http://www.newswire.ca/en/releases/archive/October2025/09/c7016.html,articles/October202509c7016.html,"['GEODRILL', 'GEODRILL LIMITED']",
1383,http://www.newswire.ca/en/releases/archive/October2025/09/c6763.html,articles/October202509c6763.html,"['Costa Fuego', 'La Verde Cu-Au']",resource
1384,http://www.newswire.ca/en/releases/archive/October2025/09/c3248.html,articles/October202509c3248.html,['FLORIDA CANYON MINING'],resource
1385,http://www.newswire.ca/en/releases/archive/October2025/09/c8565.html,articles/October202509c8565.html,"['Ningbo Boway Alloy Plate and Strip Co., Ltd.', 'boway 18160', 'boway 42300', 'boway 70318', 'boway 51900']",
1386,http://www.newswire.ca/en/releases/archive/October2025/08/c1062.html,articles/October202508c1062.html,['CV13 Pegmatite'],resource
1387,http://www.newswire.ca/en/releases/archive/October2025/08/c7516.html,articles/October202508c7516.html,"['Lundin Gold Inc.', 'Fruta del Norte']",resource
1388,http://www.newswire.ca/en/releases/archive/October2025/08/c8082.html,articles/October202508c8082.html,"['Horsefly property', 'Veronik property', 'MegaLi (JamesBay)', 'CarLi & NataLi (JamesBay)']",
1389,http://www.newswire.ca/en/releases/archive/October2025/08/c0556.html,articles/October202508c0556.html,"['Capella Minerals Ltd', 'Løkken copper-cobalt-zinc VMS project of central Norway', 'Teako Minerals Corp', 'Grit Metals Corp', 'Net Smelter Royalties on the Savant Gold Project in Ontario, Canada (BeMetals Corp.)', 'Central Finland Lithium Projects (Grit)']",
1390,http://www.newswire.ca/en/releases/archive/October2025/08/c3362.html,articles/October202508c3362.html,"['Guayabales', 'Agnico Eagle Mines Limited']",
1391,http://www.newswire.ca/en/releases/archive/October2025/08/c4581.html,articles/October202508c4581.html,"['CUPANI METALS CORPORATION', 'Retty Lake Camp']",
1392,http://www.newswire.ca/en/releases/archive/October2025/08/c2007.html,articles/October202508c2007.html,"['Galiano Gold Mine', 'Asanko Gold Mine']",resource
1393,http://www.newswire.ca/en/releases/archive/October2025/08/c2650.html,articles/October202508c2650.html,['Carmacks Project'],
1394,http://www.newswire.ca/en/releases/archive/October2025/08/c9593.html,articles/October202508c9593.html,"['Berezski East Target', 'Elemes Project']",resource
1395,http://www.newswire.ca/en/releases/archive/October2025/08/c5536.html,articles/October202508c5536.html,"['Copper Mark', 'ICMM', 'MAC', 'WGC']",
1396,http://www.newswire.ca/en/releases/archive/October2025/07/c6792.html,articles/October202507c6792.html,"['Haile', 'Didipio', 'Macraes', 'Waihi']",
1397,http://www.newswire.ca/en/releases/archive/October2025/07/c9562.html,articles/October202507c9562.html,['El Tigre Project'],
1398,http://www.newswire.ca/en/releases/archive/October2025/07/c7455.html,articles/October202507c7455.html,['Opinaca Gold Project'],
1399,http://www.newswire.ca/en/releases/archive/October2025/07/c8634.html,articles/October202507c8634.html,"['ControlLogix®5590', 'Rockwell Automation, Inc.']",
1400,http://www.newswire.ca/en/releases/archive/October2025/07/c7326.html,articles/October202507c7326.html,"['Segovia Operations', 'Marmato Complex', 'Soto Norte Project', 'Toroparu Project']",resource
1401,http://www.newswire.ca/en/releases/archive/October2025/07/c9839.html,articles/October202507c9839.html,"['Copper Giant Resources Corp.', 'Mocoa', 'Putumayo']",resource
1402,http://www.newswire.ca/en/releases/archive/October2025/07/c9915.html,articles/October202507c9915.html,['True North Gold Project'],resource
1403,http://www.newswire.ca/en/releases/archive/October2025/07/c4864.html,articles/October202507c4864.html,"['New Afton', 'Rainy River']",
1404,http://www.newswire.ca/en/releases/archive/October2025/07/c9008.html,articles/October202507c9008.html,"['Nechako Project', 'Mystery Property', 'Fox-Coconut Property']",resource
1405,http://www.newswire.ca/en/releases/archive/October2025/07/c5082.html,articles/October202507c5082.html,['Gabbs Project'],resource
1406,http://www.newswire.ca/en/releases/archive/October2025/07/c8111.html,articles/October202507c8111.html,"['Golden Summit', 'Freegold Ventures Limited', 'BaseMet Labs']",
1407,http://www.newswire.ca/en/releases/archive/October2025/06/c5575.html,articles/October202506c5575.html,"['Wicheeda', 'Defects Project', 'Wicheeda REE Deposit']",
1408,http://www.newswire.ca/en/releases/archive/October2025/06/c6382.html,articles/October202506c6382.html,"['Ambler Road', 'Arctic and Bornite deposits']",
1409,http://www.newswire.ca/en/releases/archive/October2025/06/c5758.html,articles/October202506c5758.html,"['Escacena', 'Cármenes']",
1410,http://www.newswire.ca/en/releases/archive/October2025/06/c5522.html,articles/October202506c5522.html,"['Upper Kobuk Mineral Projects (UKMP)', 'Ambler Metals LLC', 'Ambler Road']",
1411,http://www.newswire.ca/en/releases/archive/October2025/06/c1715.html,articles/October202506c1715.html,['Blackwater Mine'],
1412,http://www.newswire.ca/en/releases/archive/October2025/06/c2469.html,articles/October202506c2469.html,"['Franco-Nevada Corporation', 'Third Quarter 2025 Results', 'Third Quarter 2025', '2025', '4o9qUE5', 'www.franco-nevada.com', 'emportal.ink/4o9qUE5']",resource
1413,http://www.newswire.ca/en/releases/archive/October2025/06/c1781.html,articles/October202506c1781.html,"['EMP Metals', 'Project Aurora']",resource
1414,http://www.newswire.ca/en/releases/archive/October2025/06/c4595.html,articles/October202506c4595.html,"['OTTAWA, ON', 'Critical Minerals Infrastructure Fund (CMIF)']",
1415,http://www.newswire.ca/en/releases/archive/October2025/06/c2313.html,articles/October202506c2313.html,,resource
1416,http://www.newswire.ca/en/releases/archive/October2025/06/c4435.html,articles/October202506c4435.html,['UR&C'],
1417,http://www.newswire.ca/en/releases/archive/October2025/06/c6799.html,articles/October202506c6799.html,"['Compass Core™', 'Safeguard']",
1418,http://www.newswire.ca/en/releases/archive/October2025/06/c4906.html,articles/October202506c4906.html,"['GRAPHITE ONE', 'ALASKA STATE MINING CLAIMS']",resource
1419,http://www.newswire.ca/en/releases/archive/October2025/06/c1710.html,articles/October202506c1710.html,"['RUSSEL METALS', 'TORONTO', 'RUSSEL METALS INC.']",
1420,http://www.newswire.ca/en/releases/archive/October2025/06/c0705.html,articles/October202506c0705.html,"['ESGold Corp.', 'Franco-Nevada Corp', 'Alamos Gold Inc', 'Eldorado Gold Corporation', 'OR Royalties Inc']",
1421,http://www.newswire.ca/en/releases/archive/October2025/06/c4381.html,articles/October202506c4381.html,"['Finlay Minerals Ltd.', 'Flow-Through Units', 'Non-Flow-Through Units']",
1422,http://www.newswire.ca/en/releases/archive/October2025/06/c3439.html,articles/October202506c3439.html,"['P2 Gold Inc.', 'Waterton Splitter']",
1423,http://www.newswire.ca/en/releases/archive/October2025/06/c3034.html,articles/October202506c3034.html,['Northcliff Sisson Project'],
1424,http://www.newswire.ca/en/releases/archive/October2025/06/c1173.html,articles/October202506c1173.html,"['Agnico Eagle Mines Limited', 'Collective Mining Ltd.']",
1425,http://www.newswire.ca/en/releases/archive/October2025/06/c9117.html,articles/October202506c9117.html,"['BTQ Technologies Corp.', 'CASH', 'QCIM']",
1426,http://www.newswire.ca/en/releases/archive/October2025/06/c3544.html,articles/October202506c3544.html,"['Casino', 'Western', 'Western Copper and Gold Corporation']",
1427,http://www.newswire.ca/en/releases/archive/October2025/06/c0630.html,articles/October202506c0630.html,"['LAC À PAUL', 'SAGUENAY-LAC-SIANT-JEAN', 'Arianne Phosphate (TSX VENTURE: DAN) (OTCQX: DRRSF) (FRANKFURT: JE9N)']",
1428,http://www.newswire.ca/en/releases/archive/October2025/06/c7418.html,articles/October202506c7418.html,"['Giyani', 'K.Hill Battery-Grade Manganese Project', 'Giyani Metals Corp.', 'Demo Plant']",
1429,http://www.newswire.ca/en/releases/archive/October2025/06/c3999.html,articles/October202506c3999.html,"['Blue Moon', 'Blue Moon Volcanogenic Massive Sulphide Project', 'VMS Project']",
1430,http://www.newswire.ca/en/releases/archive/October2025/06/c7710.html,articles/October202506c7710.html,"['Oko West', 'Tocantinzinho Mine', 'Gurupi Project']",
1431,http://www.newswire.ca/en/releases/archive/October2025/06/c7874.html,articles/October202506c7874.html,"['Lawyers-Ranch Project', 'Bingo Zone']",resource
1432,http://www.newswire.ca/en/releases/archive/October2025/06/c9296.html,articles/October202506c9296.html,['Orla Mining Ltd.'],resource
1433,http://www.newswire.ca/en/releases/archive/October2025/06/c0306.html,articles/October202506c0306.html,"['Fondaway Canyon', 'Getchell Gold Corp.']",
1434,http://www.newswire.ca/en/releases/archive/October2025/06/c8185.html,articles/October202506c8185.html,['SIGMA LITHIUM'],
1435,http://www.newswire.ca/en/releases/archive/October2025/03/c0288.html,articles/October202503c0288.html,"['White Mesa Mill', 'Donald Project in Australia']",
1436,http://www.newswire.ca/en/releases/archive/October2025/03/c1917.html,articles/October202503c1917.html,"['Silver Sand', 'Carangas']",
1437,http://www.newswire.ca/en/releases/archive/October2025/03/c3586.html,articles/October202503c3586.html,"['Elemental Altus', 'Tether Investment S.A. de C.V.', 'EMX Royalty Corporation']",resource
1438,http://www.newswire.ca/en/releases/archive/October2025/03/c7946.html,articles/October202503c7946.html,"['URENC', 'UR&C']",
1439,http://www.newswire.ca/en/releases/archive/October2025/03/c7022.html,articles/October202503c7022.html,"['GoldHaven Resources Corp.', 'AuMEGA Metals Ltd.', 'Freeman Gold Corp.', 'P2 Gold Inc.', 'Quimbaya Gold Inc.']",
1440,http://www.newswire.ca/en/releases/archive/October2025/03/c1565.html,articles/October202503c1565.html,"['Chrysalis 12', 'TCCG']",
1441,http://www.newswire.ca/en/releases/archive/October2025/03/c4014.html,articles/October202503c4014.html,"['Cordillera Cobre', 'Castilla']",
1442,http://www.newswire.ca/en/releases/archive/October2025/03/c8180.html,articles/October202503c8180.html,"['Escacena Project', 'La Romana Deposit', 'Cármenes Project']",
1443,http://www.newswire.ca/en/releases/archive/October2025/03/c1983.html,articles/October202503c1983.html,"['Vizsla Silver Corp.', 'Panuco', 'Vizla', 'Deloitte LLP', 'MNP LLP']",resource
1444,http://www.newswire.ca/en/releases/archive/October2025/03/c0197.html,articles/October202503c0197.html,"['Uranium Energy Corp', 'UR&C']",
1445,http://www.newswire.ca/en/releases/archive/October2025/03/c7147.html,articles/October202503c7147.html,"['Bell and AST SpaceMobile', 'CanadaOne Auto', 'INX and Republic', 'Kensington Capital Advisors Inc.', 'Intellistake Technologies Corp.']",
1446,http://www.newswire.ca/en/releases/archive/October2025/02/c3761.html,articles/October202502c3761.html,"['Tocantinzinho', 'Gurupi', 'Oko West']",
1447,http://www.newswire.ca/en/releases/archive/October2025/02/c4732.html,articles/October202502c4732.html,"['Silver Tiger', 'El Tigre Project']",
1448,http://www.newswire.ca/en/releases/archive/October2025/02/c5905.html,articles/October202502c5905.html,"['La Virginia Project', 'El Rubi', 'El Molino']",
1449,http://www.newswire.ca/en/releases/archive/October2025/02/c5582.html,articles/October202502c5582.html,"['Guben', 'Eisenhüttenstadt']",
1450,http://www.newswire.ca/en/releases/archive/October2025/02/c4916.html,articles/October202502c4916.html,"['SI GROUP', 'Azelis', 'Brenntag', 'SI Group', 'SEMANE']",
1451,http://www.newswire.ca/en/releases/archive/October2025/02/c3231.html,articles/October202502c3231.html,['Project Aurora'],
1452,http://www.newswire.ca/en/releases/archive/October2025/02/c7440.html,articles/October202502c7440.html,"['H2Ok Innovations', 'Laminar']",
1453,http://www.newswire.ca/en/releases/archive/October2025/02/c8528.html,articles/October202502c8528.html,"['Mocoa copper-molybdenum project', 'Copper Giant Resources Corp.']",resource
1454,http://www.newswire.ca/en/releases/archive/October2025/02/c2140.html,articles/October202502c2140.html,"['Orvalle', 'El Valle', 'Don Mario', 'Taguas']",
1455,http://www.newswire.ca/en/releases/archive/October2025/02/c5507.html,articles/October202502c5507.html,"['P2 Gold', 'Gabbs Project']",
1456,http://www.newswire.ca/en/releases/archive/October2025/02/c5617.html,articles/October202502c5617.html,"['Plomosas Project', 'GR Silver Mining Ltd.']",
1457,http://www.newswire.ca/en/releases/archive/October2025/01/c2984.html,articles/October202501c2984.html,"['Sigma Lithium', 'Grota do Cirilo']",
1458,http://www.newswire.ca/en/releases/archive/October2025/01/c5070.html,articles/October202501c5070.html,"['Reliquias Project', 'Castrovirreyna district of Huancavelica']",
1459,http://www.newswire.ca/en/releases/archive/October2025/01/c6634.html,articles/October202501c6634.html,"['PALISADES GOLDCORP', 'Hycroft Mining', 'Tahoe Resources', 'White Pine Precious Metals', 'Bendito Resources', 'Radio Fuels Energy Corp.', 'Nevada King Gold Corp.', 'Made in America Gold Corp.', 'Eco Ridge Uranium Project']",
1460,http://www.newswire.ca/en/releases/archive/October2025/01/c1499.html,articles/October202501c1499.html,"['Lake Victoria Gold Ltd.', 'Southern Capital Advisors', 'Omai Gold Mines Corp.', 'Integra Resources Corp.', 'Sun Summit Minerals Corp.', 'Northern Superior Resources Inc.']",
1461,http://www.newswire.ca/en/releases/archive/October2025/01/c8237.html,articles/October202501c8237.html,"['Blue Moon Project', 'Nussir Copper-Gold-Silver Project', 'NSG Copper-Zinc-Gold-Silver Project', 'Blue Moon Zinc-Gold-Silver-Copper Project']",
1462,http://www.newswire.ca/en/releases/archive/October2025/01/c8798.html,articles/October202501c8798.html,"['Coleman Canyon', 'Gallinas Rare Earth property', 'Lincoln County, NM', 'Amador Silver property', 'Big Bear Copper property', 'Zulu Gold property', 'Gila County, AZ', 'Northern Star property', 'Coal Canyon Gold property', 'Island Mountain Gold District', 'Blanco Creek Gold property']",
1463,http://www.newswire.ca/en/releases/archive/October2025/01/c7023.html,articles/October202501c7023.html,"['ANGEL ISLAND', 'LITHIUM PROJECT']",
1464,http://www.newswire.ca/en/releases/archive/October2025/01/c6835.html,articles/October202501c6835.html,['Stibnite Gold Project'],
1465,http://www.newswire.ca/en/releases/archive/October2025/01/c3190.html,articles/October202501c3190.html,"['SADIOLA', 'ALLIED GOLD']",
1466,http://www.newswire.ca/en/releases/archive/October2025/01/c1134.html,articles/October202501c1134.html,"['Eminent', 'HSRP', 'Hot Springs Range Project']",
1467,http://www.newswire.ca/en/releases/archive/October2025/01/c9322.html,articles/October202501c9322.html,"['FPX Nickel Corp.', 'Klow Property', 'Baptiste Nickel Project']",
1468,http://www.newswire.ca/en/releases/archive/October2025/01/c1893.html,articles/October202501c1893.html,"['Spanish Moon', 'Borborema', 'County Line', 'Granite Creek', 'Tonopah West', 'Vare']",
1469,http://www.newswire.ca/en/releases/archive/October2025/01/c5090.html,articles/October202501c5090.html,"['Ramp Zone', 'Apollo system', 'Guayabales Project']",resource
1470,http://www.newswire.ca/en/releases/archive/October2025/01/c4076.html,articles/October202501c4076.html,"['Metal My Way: Everyday', 'Metal My Way', '2025', '2026', 'FABTECH 2026']",
1471,http://www.newswire.ca/en/releases/archive/October2025/01/c1452.html,articles/October202501c1452.html,"['Plomosas Project', 'San Marcial Area', 'Gr Silver Mining Ltd']",
1472,http://www.newswire.ca/en/releases/archive/October2025/01/c4438.html,articles/October202501c4438.html,['Sierra Mojada'],
1473,http://www.newswire.ca/en/releases/archive/October2025/01/c8758.html,articles/October202501c8758.html,"['Energy Fuels', 'White Mesa Mill', 'Donald Project']",
1474,http://www.newswire.ca/en/releases/archive/September2025/30/c7845.html,articles/September202530c7845.html,"['Oceanic Iron Ore Corp.', 'OCEANIC IRON ORE CORP.']",
1475,http://www.newswire.ca/en/releases/archive/September2025/30/c1015.html,articles/September202530c1015.html,"['Lundin Mining', 'Lundin Mining Corporation']",
1476,http://www.newswire.ca/en/releases/archive/September2025/30/c2724.html,articles/September202530c2724.html,"['Ambler Metals LLC', 'Upper Kobuk Mineral Projects']",resource
1477,http://www.newswire.ca/en/releases/archive/September2025/30/c3957.html,articles/September202530c3957.html,['Lundin Gold Inc.'],
1478,http://www.newswire.ca/en/releases/archive/September2025/30/c8546.html,articles/September202530c8546.html,"['NGEx Minerals Ltd.', 'Lunahuasi', 'Los Helados']",
1479,http://www.newswire.ca/en/releases/archive/September2025/30/c5521.html,articles/September202530c5521.html,"['Onça Puma', 'Furnace 2']",
1480,http://www.newswire.ca/en/releases/archive/September2025/30/c9068.html,articles/September202530c9068.html,"['Agnico Eagle', 'Agnico Eagle Mines Limited', 'Agnico Eagle', 'Agnico Eagle Mines Limited']",
1481,http://www.newswire.ca/en/releases/archive/September2025/29/c2493.html,articles/September202529c2493.html,"['BTQ Technologies', 'Danal Co., Ltd.', 'BTQ Technologies Corp.', 'Danal Co., Ltd.', 'QSSN']",
1482,http://www.newswire.ca/en/releases/archive/September2025/29/c3546.html,articles/September202529c3546.html,"['HORSEON', 'ROYAL GOLD', 'HORSEON CAMPUS', 'HORSEON', 'HORSEON', 'ROYAL GOLDSUBS', 'ACQUIRECO', 'HOD MADEN', 'ANTAMINA', 'OUYE TOLGOI']",resource
1483,http://www.newswire.ca/en/releases/archive/September2025/29/c6592.html,articles/September202529c6592.html,['Gabbs Project'],
1484,http://www.newswire.ca/en/releases/archive/September2025/29/c5963.html,articles/September202529c5963.html,['KAMI PROJECT'],
1485,http://www.newswire.ca/en/releases/archive/September2025/29/c6404.html,articles/September202529c6404.html,"['Lunahuasi Project', 'Los Helados Project']",
1486,http://www.newswire.ca/en/releases/archive/September2025/29/c3314.html,articles/September202529c3314.html,"['Sandstorm Gold Ltd.', 'Royal Gold Inc.']",resource
1487,http://www.newswire.ca/en/releases/archive/September2025/29/c1259.html,articles/September202529c1259.html,"['La Manchuria project', 'Pampa Paciencia gold and silver project', 'Cerro Bayo project']",
1488,http://www.newswire.ca/en/releases/archive/September2025/29/c9196.html,articles/September202529c9196.html,"['Ilovica-Shtuka', 'North Macedonia']",
1489,http://www.newswire.ca/en/releases/archive/September2025/29/c1171.html,articles/September202529c1171.html,"['White Mesa Mill', 'Donald heavy mineral sands and rare earth project in Australia']",
1490,http://www.newswire.ca/en/releases/archive/September2025/29/c1746.html,articles/September202529c1746.html,"['JUBY GOLD PROJECT', 'SEGOVIA OPERATIONS', 'MARMATO COMPLEX', 'SOTO NORTE PROJECT', 'TOROPARU PROJECTIONS']",
1491,http://www.newswire.ca/en/releases/archive/September2025/29/c5542.html,articles/September202529c5542.html,"['Vizsla Silver Corp.', 'Panuco Project']",
1492,http://www.newswire.ca/en/releases/archive/September2025/29/c2738.html,articles/September202529c2738.html,"['Bathurst Mining Camp', 'New Brunswick']",
1493,http://www.newswire.ca/en/releases/archive/September2025/29/c2659.html,articles/September202529c2659.html,"['Agnico Eagle Mines Limited', 'Royal Road Minerals Limited']",
1494,http://www.newswire.ca/en/releases/archive/September2025/29/c4278.html,articles/September202529c4278.html,"['Whistler Project', 'Whistler Gold-Copper Project']",
1495,http://www.newswire.ca/en/releases/archive/September2025/29/c6190.html,articles/September202529c6190.html,"['LAC À PAUL', 'SAGUENAY-LAC-SANT-JEAN']",
1496,http://www.newswire.ca/en/releases/archive/September2025/29/c5801.html,articles/September202529c5801.html,"['Ivana Minerales S.A.', 'Amarillo Grande Project', 'COAM', 'Blue Sky Uranium Corp.']",
1497,http://www.newswire.ca/en/releases/archive/September2025/29/c8178.html,articles/September202529c8178.html,"['Blackwater Mine', 'Phase 1A project', 'Phase 2 expansion project']",
1498,http://www.newswire.ca/en/releases/archive/September2025/28/c9716.html,articles/September202528c9716.html,['Zoomlion DX7004'],
1499,http://www.newswire.ca/en/releases/archive/September2025/26/c0074.html,articles/September202526c0074.html,['NETWF'],
1500,http://www.newswire.ca/en/releases/archive/September2025/26/c2645.html,articles/September202526c2645.html,"['New Found Gold Corp.', 'Queensway', 'New Found Gold', 'Maritime Resources Corp.', 'Exploits Discover Corp.']",
1501,http://www.newswire.ca/en/releases/archive/September2025/26/c6938.html,articles/September202526c6938.html,"['Silvercorp', 'SVM']",resource
1502,http://www.newswire.ca/en/releases/archive/September2025/26/c7362.html,articles/September202526c7362.html,"['Patagonia', 'Calcatreu', 'Cap-Oeste']",
1503,http://www.newswire.ca/en/releases/archive/September2025/26/c3828.html,articles/September202526c3828.html,['AGEDB Technology Ltd.'],
1504,http://www.newswire.ca/en/releases/archive/September2025/26/c5552.html,articles/September202526c5552.html,"['Contrecoeur Port Terminal Expansion Project', 'Montreal Port Authority']",
1505,http://www.newswire.ca/en/releases/archive/September2025/26/c1777.html,articles/September202526c1777.html,"['NEXTCHEM', 'SIEMENS ENERGY']",
1506,http://www.newswire.ca/en/releases/archive/September2025/26/c6984.html,articles/September202526c6984.html,"[""O'Brien Gold Project"", 'Radisson Mining Resources Inc.']",
1507,http://www.newswire.ca/en/releases/archive/September2025/26/c1006.html,articles/September202526c1006.html,"['US Critical Materials Corp', 'GreenMet']",
1508,http://www.newswire.ca/en/releases/archive/September2025/26/c7178.html,articles/September202526c7178.html,"['Castilla Copper Project', 'Super Copper']",
1509,http://www.newswire.ca/en/releases/archive/September2025/26/c0099.html,articles/September202526c0099.html,"['XCMG', 'Fortescue']",
1510,http://www.newswire.ca/en/releases/archive/September2025/26/c5733.html,articles/September202526c5733.html,['Stibnite Gold Project'],
1511,http://www.newswire.ca/en/releases/archive/September2025/26/c9916.html,articles/September202526c9916.html,['Murmac Uranium Project'],
1512,http://www.newswire.ca/en/releases/archive/September2025/25/c2758.html,articles/September202525c2758.html,['Fireweed'],
